,Texto,Clase
4839,"The Thera eruption occurred c. 1600 BC, 110 km (68 mi) north of Crete. Speculation includes that a tsunami from Thera (more commonly known today as Santorini) destroyed Cretan cities. A tsunami may have destroyed the Cretan navy in its home harbor, which then lost crucial naval battles; so that in the LMIB/LMII event (c. 1450 BC) the cities of Crete burned and the Mycenaean civilization took over Knossos. If the eruption occurred in the late 17th century BC (as most chronologists now think) then its immediate effects belong to the Middle to Late Bronze Age transition, and not to the end of the Late Bronze Age, but it could have triggered the instability that led to the collapse first of Knossos and then of Bronze Age society overall.[citation needed] One such theory highlights the role of Cretan expertise in administering the empire, post—Thera. If this expertise was concentrated in Crete, then the Mycenaeans may have made political and commercial mistakes in administering the Cretan empire.[citation needed]
",5
4840,"Archaeological findings, including some on the island of Thera, suggest that the center of the Minoan civilization at the time of the eruption was actually on Thera rather than on Crete.[citation needed] According to this theory, the catastrophic loss of the political, administrative and economic center due to the eruption, as well as the damage wrought by the tsunami to the coastal towns and villages of Crete precipitated the decline of the Minoans. A weakened political entity with a reduced economic and military capability and fabled riches would have then been more vulnerable to conquest. Indeed, the Santorini eruption is usually dated to c. 1630 BC, while the Mycenaean Greeks first enter the historical record a few decades later, c. 1600 BC.[citation needed] The later Mycenaean assaults on Crete (c. 1450 BC) and Troy (c. 1250 BC) would have been a continuation of the steady encroachment of the Greeks upon the weakened Minoan world.[citation needed]
",5
4841,"In Central Europe, the early Bronze Age Unetice culture (1800–1600 BC) includes numerous smaller groups like the Straubing, Adlerberg and Hatvan cultures. Some very rich burials, such as the one located at Leubingen with grave gifts crafted from gold, point to an increase of social stratification already present in the Unetice culture. All in all, cemeteries of this period are rare and of small size. The Unetice culture is followed by the middle Bronze Age (1600–1200 BC) Tumulus culture, which is characterised by inhumation burials in tumuli (barrows). In the eastern Hungarian Körös tributaries, the early Bronze Age first saw the introduction of the Mako culture, followed by the Otomani and Gyulavarsand cultures.
",5
4842,"The late Bronze Age Urnfield culture (1300–700 BC) is characterized by cremation burials. It includes the Lusatian culture in eastern Germany and Poland (1300–500 BC) that continues into the Iron Age. The Central European Bronze Age is followed by the Iron Age Hallstatt culture (700–450 BC).
",5
4843,"Important sites include:
",5
4844,"The Bronze Age in Central Europe has been described in the chronological schema of German prehistorian Paul Reinecke. He described Bronze A1 (Bz A1) period (2300–2000 BC: triangular daggers, flat axes, stone wrist-guards, flint arrowheads) and Bronze A2 (Bz A2) period (1950–1700 BC: daggers with metal hilt, flanged axes, halberds, pins with perforated spherical heads, solid bracelets) and phases Hallstatt A and B (Ha A and B).
",5
4845,"The Apennine culture (also called Italian Bronze Age) is a technology complex of central and southern Italy spanning the Chalcolithic and Bronze Age proper. The Camuni were an ancient people of uncertain origin (according to Pliny the Elder, they were Euganei; according to Strabo, they were Rhaetians) who lived in Val Camonica – in what is now northern Lombardy – during the Iron Age, although human groups of hunters, shepherds and farmers are known to have lived in the area since the Neolithic.
",5
4846,"Located in Sardinia and Corsica, the Nuragic civilization lasted from the early Bronze Age (18th century BC) to the 2nd century AD, when the islands were already Romanized. They take their name from the characteristic Nuragic towers, which evolved from the pre-existing megalithic culture, which built dolmens and menhirs. The nuraghe towers are unanimously considered the best-preserved and largest megalithic remains in Europe. Their effective use is still debated: some scholars considered them as monumental tombs, others as Houses of the Giants, other as fortresses, ovens for metal fusion, prisons or, finally, temples for a solar cult. Around the end of the 3rd millennium BC, Sardinia exported towards Sicily a Culture that built small dolmens, trilithic or polygonal shaped, that served as tombs as it has been ascertained in the Sicilian dolmen of “Cava dei Servi”. From this region, they reached Malta island and other countries of Mediterranean basin.[74]
",5
4847,"The Terramare was an early Indo-European civilization in the area of what is now Pianura Padana (northern Italy) before the arrival of the Celts and in other parts of Europe. They lived in square villages of wooden stilt houses. These villages were built on land, but generally near a stream, with roads that crossed each other at right angles. The whole complex denoted the nature of a fortified settlement. Terramare was widespread in the Pianura Padana (especially along the Panaro river, between Modena and Bologna) and in the rest of Europe. The civilization developed in the Middle and Late Bronze Age, between the 17th and the 13th centuries BC.
",5
4848,"The Castellieri culture developed in Istria during the Middle Bronze Age. It lasted for more than a millennium, from the 15th century BC until the Roman conquest in the 3rd century BC. It takes its name from the fortified boroughs (Castellieri, Friulian: cjastelir) that characterized the culture.
",5
4849,"The Canegrate culture developed from the mid-Bronze Age (13th century BC) until the Iron Age in the Pianura Padana, in what are now western Lombardy, eastern Piedmont and Ticino. It takes its name from the township of Canegrate where, in the 20th century, some fifty tombs with ceramics and metal objects were found. The Canegrate culture migrated from the northwest part of the Alps and descended to Pianura Padana from the Swiss Alps passes and the Ticino.
",5
